,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6
1172,11,11,0.820185614849188,0.0101,humidity <= 60.26,N <= 21.00,P <= 51.00,94.87 < rainfall <= 124.27,temperature > 25.60,20.00 < K <= 49.00,ph <= 6.43
1173,11,11,0.8825561312607945,0.0082,humidity <= 60.26,P <= 51.00,N <= 21.00,temperature > 28.56,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.43
1174,11,11,0.82560706401766,0.0168,P <= 28.00,humidity <= 60.26,N <= 37.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.92
1175,11,11,0.8121606948968513,0.0167,humidity <= 60.26,temperature > 28.56,P <= 51.00,N <= 37.00,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.92
1176,11,11,0.8837920489296636,0.0073,P <= 28.00,humidity <= 60.26,N <= 21.00,64.55 < rainfall <= 124.27,temperature > 25.60,K <= 49.00,ph <= 5.97
1177,11,11,0.6972754793138244,0.0183,P <= 28.00,humidity <= 60.26,N <= 84.25,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.92
1178,11,11,0.8880866425992779,0.0005,P <= 28.00,humidity <= 60.26,temperature > 28.56,N <= 37.00,94.87 < rainfall <= 124.27,32.00 < K <= 49.00,6.43 < ph <= 6.92
1179,11,11,0.9587628865979382,0.001,P <= 28.00,humidity <= 60.26,N <= 21.00,temperature > 28.56,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,5.97 < ph <= 6.43
1180,11,11,0.7423664122137404,0.0187,P <= 51.00,humidity <= 60.26,N <= 21.00,temperature > 25.60,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.43
1181,11,11,0.7325905292479109,0.0155,humidity <= 60.26,N <= 21.00,P <= 51.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.43
1182,11,11,0.9468085106382979,0.0047,humidity <= 60.26,P <= 28.00,N <= 21.00,94.87 < rainfall <= 124.27,temperature > 28.56,20.00 < K <= 49.00,ph <= 6.43
1183,11,11,0.9805825242718447,0.0019,P <= 28.00,humidity <= 60.26,N <= 21.00,temperature > 25.60,94.87 < rainfall <= 124.27,32.00 < K <= 49.00,
1184,11,11,0.8558823529411764,0.0066,P <= 51.00,humidity <= 60.26,N <= 21.00,temperature > 28.56,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 5.97
1185,11,11,0.8039832285115304,0.0143,humidity <= 60.26,temperature > 28.56,P <= 51.00,N <= 37.00,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.92
1186,11,11,0.9012738853503185,0.0112,P <= 28.00,humidity <= 60.26,N <= 37.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 5.97
1187,11,11,0.797752808988764,0.0146,humidity <= 60.26,P <= 51.00,N <= 37.00,94.87 < rainfall <= 124.27,temperature > 28.56,20.00 < K <= 49.00,ph <= 6.92
1188,11,11,0.8462603878116344,0.0151,P <= 28.00,humidity <= 60.26,N <= 37.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.43
1189,11,11,0.8639455782312925,0.0051,humidity <= 60.26,P <= 28.00,N <= 37.00,temperature > 28.56,94.87 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 5.97
1190,11,11,0.7861635220125787,0.0342,humidity <= 60.26,temperature > 28.56,P <= 51.00,N <= 37.00,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,
1191,11,11,0.8207282913165266,0.034,humidity <= 60.26,temperature > 28.56,P <= 51.00,N <= 37.00,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,
1192,11,11,0.9080962800875274,0.0031,humidity <= 60.26,N <= 21.00,P <= 51.00,94.87 < rainfall <= 124.27,temperature > 25.60,32.00 < K <= 49.00,ph <= 6.43
1193,11,11,0.6781354051054383,0.0095,P <= 28.00,humidity <= 60.26,temperature > 28.56,ph <= 5.97,20.00 < K <= 32.00,64.55 < rainfall <= 124.27,N <= 84.25
1194,11,11,0.7325728770595691,0.0153,P <= 28.00,humidity <= 60.26,temperature > 28.56,64.55 < rainfall <= 124.27,N <= 84.25,20.00 < K <= 32.00,
1195,11,11,0.7710843373493976,0.0225,P <= 51.00,humidity <= 60.26,temperature > 25.60,N <= 21.00,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,
1196,11,11,0.9428007889546351,0.0063,P <= 28.00,humidity <= 60.26,N <= 21.00,94.87 < rainfall <= 124.27,temperature > 25.60,20.00 < K <= 49.00,
1197,11,11,0.8242574257425742,0.0157,P <= 28.00,humidity <= 60.26,N <= 37.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.92
1198,11,11,0.801980198019802,0.0142,humidity <= 60.26,P <= 28.00,N <= 37.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 6.43
1199,11,11,0.9278350515463918,0.0049,P <= 28.00,humidity <= 60.26,N <= 21.00,temperature > 28.56,64.55 < rainfall <= 124.27,20.00 < K <= 49.00,ph <= 5.97
1200,12,12,0.8146718146718147,0.0335,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1201,12,12,0.8825910931174089,0.0332,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1202,12,12,0.8571428571428571,0.0192,K > 49.00,rainfall <= 94.87,ph <= 5.97,P > 68.00,humidity > 80.47,,
1203,12,12,0.5717852684144819,0.0339,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,humidity > 80.47,
1204,12,12,0.6321353065539113,0.0209,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,humidity > 60.26,temperature <= 22.77
1205,12,12,0.5033602150537635,0.0439,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,,
1206,12,12,0.5480314960629922,0.0356,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,N <= 37.00,
1207,12,12,0.5084322298563397,0.0314,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,N <= 37.00,
1208,12,12,0.5310156782549421,0.036,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1209,12,12,0.5081761006289308,0.0368,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.92,humidity > 60.26,N <= 37.00,
1210,12,12,0.5149051490514905,0.0354,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,ph <= 6.43,N <= 37.00,
1211,12,12,0.4946236559139785,0.0363,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1212,12,12,0.56875,0.0169,K > 49.00,rainfall <= 94.87,N <= 37.00,ph <= 5.97,P > 68.00,,
1213,12,12,0.8294930875576036,0.0168,K > 49.00,rainfall <= 94.87,N <= 21.00,P > 68.00,humidity > 80.47,,
1214,12,12,0.5615577889447236,0.0193,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,temperature <= 25.60,N <= 37.00
1215,12,12,0.9700598802395209,0.0325,K > 49.00,rainfall <= 94.87,ph <= 6.43,P > 68.00,humidity > 80.47,N <= 37.00,
1216,12,12,0.5058651026392962,0.038,K > 49.00,rainfall <= 94.87,humidity > 60.26,P > 68.00,ph <= 6.43,N <= 37.00,
1217,12,12,0.5218267293485561,0.0424,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.92,,
1218,12,12,0.49309045226130654,0.0352,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,ph <= 6.43,N <= 37.00,
1219,12,12,0.6209150326797386,0.0192,K > 49.00,rainfall <= 94.87,N <= 37.00,humidity > 60.26,P > 68.00,ph <= 5.97,
1220,12,12,0.5117728531855956,0.0341,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1221,12,12,0.5526627218934911,0.0353,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.43,N <= 84.25,
1222,12,12,0.5228310502283106,0.032,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,ph <= 6.43,N <= 37.00,
1223,12,12,0.6078125,0.037,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1224,12,12,0.5068775790921596,0.0169,K > 49.00,rainfall <= 94.87,ph <= 6.43,P > 68.00,humidity > 60.26,temperature <= 25.60,N <= 37.00
1225,12,12,0.4942037827943868,0.0301,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,N <= 37.00,
1226,12,12,0.5010570824524313,0.036,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1227,12,12,0.4987309644670051,0.0383,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1228,12,12,0.5561735261401557,0.0355,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.43,N <= 84.25,
1229,12,12,0.6099518459069021,0.0372,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1230,12,12,0.4776609724047306,0.0165,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 5.97,humidity > 80.47,N <= 37.00,
1231,12,12,0.5173720783322805,0.0403,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.92,N <= 84.25,
1232,12,12,0.47507692307692306,0.038,K > 49.00,rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.43,,
1233,12,12,0.8260869565217391,0.0353,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1234,12,12,0.4873222016079159,0.0348,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,ph <= 6.43,N <= 37.00,
1235,12,12,0.6007109004739336,0.0409,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.92,N <= 84.25,humidity > 80.47,
1236,12,12,0.571658615136876,0.0327,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1237,12,12,0.47233468286099867,0.0203,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,temperature <= 25.60,N <= 84.25
1238,12,12,0.8928571428571429,0.0172,K > 49.00,rainfall <= 94.87,ph <= 5.97,N <= 37.00,P > 68.00,humidity > 80.47,
1239,12,12,0.5302713987473904,0.033,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,N <= 37.00,ph <= 6.92,
1240,12,12,0.5906040268456376,0.0476,K > 49.00,rainfall <= 94.87,ph <= 6.43,P > 68.00,,,
1241,12,12,0.5514316012725344,0.0328,K > 49.00,rainfall <= 94.87,P > 68.00,N <= 37.00,ph <= 6.43,humidity > 80.47,
1242,12,12,0.4987228607918263,0.0302,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,N <= 37.00,
1243,12,12,0.48435462842242505,0.0386,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,ph <= 6.43,humidity > 60.26,
1244,12,12,0.5325506937033084,0.0359,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,N <= 37.00,
1245,12,12,0.5824964131994261,0.0395,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1246,12,12,0.5112692763938316,0.0329,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.43,80.47 < humidity <= 89.95,N <= 37.00,
1247,12,12,0.8142414860681114,0.0199,K > 49.00,rainfall <= 94.87,ph <= 5.97,P > 68.00,humidity > 80.47,,
1248,12,12,0.5014771048744461,0.0296,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1249,12,12,0.64,0.021,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,temperature <= 22.77,
1250,12,12,0.5068285280728376,0.0204,K > 49.00,rainfall <= 94.87,P > 68.00,N <= 37.00,humidity > 60.26,ph <= 6.43,temperature <= 25.60
1251,12,12,0.5100977198697069,0.0481,K > 49.00,rainfall <= 94.87,ph <= 6.43,P > 68.00,humidity > 60.26,,
1252,12,12,0.49245785270629994,0.0149,K > 49.00,rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.92,temperature <= 22.77,N <= 37.00
1253,12,12,0.4980769230769231,0.0326,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1254,12,12,0.6099585062240664,0.0198,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,N <= 37.00,ph <= 6.92,temperature <= 22.77
1255,12,12,0.5149136577708007,0.0398,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,,
1256,12,12,0.48299319727891155,0.0223,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.92,temperature <= 25.60,
1257,12,12,0.5607917059377945,0.0353,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1258,12,12,0.8445378151260504,0.0321,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1259,12,12,0.5056932350971199,0.0399,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,,
1260,12,12,0.5612144955925563,0.0304,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1261,12,12,0.48783783783783785,0.0422,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 60.26,N <= 37.00,,
1262,12,12,0.6495016611295681,0.033,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1263,12,12,0.6282608695652174,0.0159,K > 49.00,rainfall <= 94.87,P > 68.00,N <= 37.00,ph <= 6.43,humidity > 60.26,temperature <= 22.77
1264,12,12,0.5189692197566214,0.0368,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1265,12,12,0.5553145336225597,0.019,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 5.97,humidity > 80.47,,
1266,12,12,0.5054864667154353,0.0234,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,temperature <= 28.56,N <= 84.25
1267,12,12,0.6155717761557178,0.037,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.43,N <= 84.25,
1268,12,12,0.48223645894001166,0.0376,K > 49.00,rainfall <= 94.87,ph <= 6.43,P > 68.00,humidity > 80.47,,
1269,12,12,0.515309932785661,0.0347,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 60.26,ph <= 6.43,
1270,12,12,0.597972972972973,0.0429,K > 49.00,rainfall <= 94.87,humidity > 80.47,P > 68.00,,,
1271,12,12,0.479297365119197,0.0323,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,N <= 37.00,
1272,12,12,0.5663366336633663,0.0137,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,N <= 37.00,temperature <= 22.77
1273,12,12,0.7904411764705882,0.0404,K > 49.00,rainfall <= 94.87,N <= 84.25,P > 68.00,humidity > 80.47,,
1274,12,12,0.5024595924104006,0.0171,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 5.97,humidity > 80.47,N <= 37.00,
1275,12,12,0.5351307189542484,0.0306,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,
1276,12,12,0.5076660988074957,0.0183,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 37.00,temperature <= 25.60
1277,12,12,0.6177944862155389,0.0384,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,humidity > 80.47,
1278,12,12,0.5643105446118193,0.0345,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1279,12,12,0.5364806866952789,0.0387,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.92,N <= 84.25,
1280,12,12,0.8456140350877193,0.0283,K > 49.00,rainfall <= 94.87,N <= 37.00,ph <= 6.43,P > 68.00,humidity > 80.47,
1281,12,12,0.49176954732510286,0.0352,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,N <= 37.00,
1282,12,12,0.7134328358208956,0.0139,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 37.00,humidity > 80.47,temperature <= 22.77
1283,12,12,0.5493482309124768,0.0368,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1284,12,12,0.5002946375957572,0.0226,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,temperature <= 25.60,ph <= 6.92,
1285,12,12,0.49850299401197606,0.0409,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,humidity > 80.47,
1286,12,12,0.5793103448275863,0.0406,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,,
1287,12,12,0.6551020408163265,0.0332,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,80.47 < humidity <= 89.95,ph <= 6.43,N <= 37.00,
1288,12,12,0.7943262411347518,0.0321,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1289,12,12,0.5257731958762887,0.0371,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,ph <= 6.43,N <= 84.25,
1290,12,12,0.5154394299287411,0.0251,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 60.26,N <= 84.25,temperature <= 25.60
1291,12,12,0.525503355704698,0.0331,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,,
1292,12,12,0.5305810397553516,0.0321,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 37.00,humidity > 80.47,
1293,12,12,0.48873148744365746,0.0179,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 5.97,humidity > 80.47,,
1294,12,12,0.5572519083969466,0.0189,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 37.00,60.26 < humidity <= 89.95,temperature <= 22.77
1295,12,12,0.6219512195121951,0.02,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,N <= 84.25,humidity > 60.26,temperature <= 22.77
1296,12,12,0.5130769230769231,0.0222,K > 49.00,rainfall <= 94.87,P > 68.00,humidity > 80.47,temperature <= 25.60,ph <= 6.92,N <= 84.25
1297,12,12,0.6055846422338569,0.0296,K > 49.00,64.55 < rainfall <= 94.87,P > 68.00,ph <= 6.43,80.47 < humidity <= 89.95,N <= 37.00,
1298,12,12,0.8257575757575758,0.0359,K > 49.00,rainfall <= 94.87,N <= 37.00,P > 68.00,humidity > 80.47,,
1299,12,12,0.49764428739693756,0.0331,K > 49.00,rainfall <= 94.87,P > 68.00,ph <= 6.43,humidity > 80.47,N <= 37.00,
1300,13,13,0.9630872483221476,0.031,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,,
1301,13,13,0.797037037037037,0.0103,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,temperature <= 25.60,ph > 6.43,80.47 < humidity <= 89.95
1302,13,13,0.7433962264150943,0.0385,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 51.00,60.26 < humidity <= 89.95,temperature <= 28.56,
1303,13,13,0.7855072463768116,0.0116,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,temperature <= 25.60,60.26 < humidity <= 89.95,ph > 6.43
1304,13,13,0.7992998833138857,0.0177,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,temperature <= 28.56,ph > 6.43
1305,13,13,0.7205387205387206,0.045,rainfall <= 64.55,N > 37.00,P <= 28.00,K > 32.00,60.26 < humidity <= 89.95,ph > 5.97,22.77 < temperature <= 28.56
1306,13,13,0.9012345679012346,0.0074,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,80.47 < humidity <= 89.95,temperature <= 28.56,ph > 6.43
1307,13,13,0.9543568464730291,0.0324,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,,
1308,13,13,0.7273695420660277,0.0179,rainfall <= 64.55,N > 37.00,P <= 28.00,32.00 < K <= 49.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1309,13,13,0.7411402157164869,0.0177,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 51.00,temperature <= 25.60,80.47 < humidity <= 89.95,ph > 5.97
1310,13,13,0.6715399610136452,0.0441,rainfall <= 64.55,K > 32.00,N > 37.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1311,13,13,0.8895131086142322,0.0143,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 5.97,temperature <= 28.56
1312,13,13,0.8812392426850258,0.0146,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1313,13,13,0.7693194925028836,0.0342,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1314,13,13,0.8992628992628993,0.0007,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 80.47,temperature <= 28.56,ph <= 6.43
1315,13,13,1,0.0175,rainfall <= 64.55,N > 84.25,K > 49.00,P <= 28.00,80.47 < humidity <= 89.95,,
1316,13,13,0.9547325102880658,0.0344,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,,
1317,13,13,0.8014571948998178,0.0226,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 6.43,
1318,13,13,0.6409366869037294,0.04,rainfall <= 64.55,N > 37.00,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1319,13,13,0.7984375,0.0177,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,22.77 < temperature <= 25.60,60.26 < humidity <= 89.95,ph > 5.97
1320,13,13,0.7962466487935657,0.0369,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 5.97,22.77 < temperature <= 28.56
1321,13,13,0.8246376811594203,0.0356,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1322,13,13,1,0.0173,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,temperature > 25.60,
1323,13,13,0.8571428571428571,0.0123,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,ph > 6.43,temperature <= 25.60
1324,13,13,0.5933806146572104,0.0444,rainfall <= 64.55,N > 37.00,K > 32.00,P <= 51.00,temperature <= 28.56,60.26 < humidity <= 89.95,
1325,13,13,0.6788263283108644,0.0145,rainfall <= 64.55,N > 37.00,P <= 28.00,60.26 < humidity <= 89.95,32.00 < K <= 49.00,ph > 5.97,22.77 < temperature <= 28.56
1326,13,13,0.7936893203883495,0.0198,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,22.77 < temperature <= 28.56,ph > 6.43,60.26 < humidity <= 89.95
1327,13,13,0.8178025034770514,0.0203,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 6.43,22.77 < temperature <= 28.56
1328,13,13,0.7869757174392936,0.0126,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,temperature <= 25.60,60.26 < humidity <= 89.95,ph > 6.43
1329,13,13,0.7844690966719493,0.0321,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 51.00,80.47 < humidity <= 89.95,temperature <= 28.56,
1330,13,13,0.9553571428571429,0.0133,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,22.77 < temperature <= 28.56,60.26 < humidity <= 89.95,
1331,13,13,0.9577464788732394,0.0338,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,,
1332,13,13,0.8802816901408451,0.0055,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,temperature <= 25.60,5.97 < ph <= 6.92
1333,13,13,0.8991452991452992,0.005,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 5.97,temperature <= 25.60
1334,13,13,0.9787234042553191,0.0341,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,temperature > 22.77,
1335,13,13,0.8866799204771372,0.0146,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1336,13,13,0.7821011673151751,0.0312,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,22.77 < temperature <= 28.56,ph > 5.97
1337,13,13,0.8578947368421053,0.0051,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,80.47 < humidity <= 89.95,temperature <= 28.56,6.43 < ph <= 6.92
1338,13,13,0.8004866180048662,0.0197,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 6.43,temperature <= 28.56
1339,13,13,0.7172653534183082,0.007,rainfall <= 64.55,N > 37.00,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,22.77 < temperature <= 25.60,ph > 5.97
1340,13,13,0.817174515235457,0.0212,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 6.43,temperature <= 28.56
1341,13,13,0.8432203389830508,0.0182,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,temperature <= 28.56,60.26 < humidity <= 89.95,ph > 6.43
1342,13,13,0.7924130663856691,0.0207,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,80.47 < humidity <= 89.95,temperature <= 28.56,ph > 6.43
1343,13,13,0.7212732919254659,0.0269,rainfall <= 64.55,N > 84.25,K > 32.00,P <= 28.00,22.77 < temperature <= 28.56,ph > 6.43,humidity > 60.26
1344,13,13,0.8973105134474327,0.0134,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,60.26 < humidity <= 89.95,ph > 5.97,22.77 < temperature <= 28.56
1345,13,13,0.8960176991150443,0.007,rainfall <= 64.55,N > 84.25,32.00 < K <= 49.00,P <= 28.00,22.77 < temperature <= 25.60,60.26 < humidity <= 89.95,
