,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
7187,0,0,0.9945652173913043,0.7916,HbA1c_level <= 6.20,,,,,,,,,,,
7188,0,0,0.9950248756218906,0.3079,HbA1c_level <= 4.80,,,,,,,,,,,
7189,1,1,0.5007936507936508,0.0001,HbA1c_level > 6.20,age > 59.00,blood_glucose_level > 140.00,bmi > 29.52,gender = 1.00,smoking_history = 4.00,gender = 1.00,,,,,
7190,0,0,0.9972375690607734,0.539,HbA1c_level <= 5.80,,,,,,,,,,,
7191,1,1,0.6438258386866524,0.0003,HbA1c_level > 6.20,blood_glucose_level > 159.00,bmi > 29.52,age > 42.00,gender = 1.00,smoking_history = 5.00,gender = 1.00,,,,,
7192,0,0,0.9748201438848921,0.8178,blood_glucose_level <= 159.00,,,,,,,,,,,
7193,0,0,1,0.3077,HbA1c_level <= 4.80,,,,,,,,,,,
7194,0,0,0.9928057553956835,0.2814,blood_glucose_level <= 100.00,,,,,,,,,,,
7195,1,1,0.5590596330275229,0.0134,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 5.80,bmi > 29.52,,,,,,,,
7196,0,0,1,0.3064,HbA1c_level <= 4.80,,,,,,,,,,,
7197,0,0,1,0.7911,HbA1c_level <= 6.20,,,,,,,,,,,
7198,1,1,0.5378874856486797,0.0128,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 5.80,bmi > 29.52,,,,,,,,
7199,0,0,0.9827586206896551,0.7547,age <= 59.00,,,,,,,,,,,
7200,1,1,0.8110831234256927,0.0012,HbA1c_level > 6.20,blood_glucose_level > 159.00,hypertension = 1.00,age > 42.00,bmi > 29.52,gender = 1.00,hypertension = 1.00,gender = 1.00,,,,
7201,0,0,0.9863013698630136,0.5103,blood_glucose_level <= 140.00,,,,,,,,,,,
7202,0,0,1,0.2818,blood_glucose_level <= 100.00,,,,,,,,,,,
7203,1,1,0.7350427350427351,0.0021,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 29.52,smoking_history = 3.00,smoking_history = 3.00,,,,,,
7204,1,1,0.3262295081967213,0.0447,blood_glucose_level > 159.00,bmi > 29.52,HbA1c_level > 4.80,,,,,,,,,
7205,0,1,0.728739913097455,0.008,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 29.52,,,,,,,,
7206,1,1,0.7440061871616396,0.0035,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 29.52,gender = 1.00,gender = 1.00,,,,,,
7207,0,0,1,0.2764,blood_glucose_level <= 100.00,,,,,,,,,,,
7208,0,0,0.9933333333333333,0.5421,HbA1c_level <= 5.80,,,,,,,,,,,
7209,0,0,0.9955156950672646,0.3002,HbA1c_level <= 4.80,,,,,,,,,,,
7210,0,0,0.988950276243094,0.811,blood_glucose_level <= 159.00,,,,,,,,,,,
7211,0,0,0.9850746268656716,0.2867,blood_glucose_level <= 100.00,,,,,,,,,,,
7212,0,0,0.9919354838709677,0.2506,bmi <= 23.52,,,,,,,,,,,
7213,0,0,1,0.2989,HbA1c_level <= 4.80,,,,,,,,,,,
7214,0,0,1,0.2749,blood_glucose_level <= 100.00,,,,,,,,,,,
7215,0,0,0.9695945945945946,0.9277,hypertension = 0.00,,,,,,,,,,,
7216,0,0,1,0.3053,HbA1c_level <= 4.80,,,,,,,,,,,
7217,1,1,0.37449118046132973,0.0348,blood_glucose_level > 159.00,bmi > 29.52,HbA1c_level > 4.80,age > 42.00,,,,,,,,
7218,0,0,1,0.5053,age <= 42.00,,,,,,,,,,,
7219,0,0,0.991304347826087,0.2796,blood_glucose_level <= 100.00,,,,,,,,,,,
7220,0,0,0.9871244635193133,0.275,blood_glucose_level <= 100.00,,,,,,,,,,,
7221,0,0,0.9900990099009901,1,,,,,,,,,,,,
7222,0,0,1,0.2994,HbA1c_level <= 4.80,,,,,,,,,,,
7223,0,0,0.9945054945054945,0.7972,HbA1c_level <= 6.20,,,,,,,,,,,
7224,0,0,1,0.3059,HbA1c_level <= 4.80,,,,,,,,,,,
7225,0,0,1,0.3059,HbA1c_level <= 4.80,,,,,,,,,,,
7226,0,0,0.9833333333333333,0.8135,blood_glucose_level <= 159.00,,,,,,,,,,,
7227,0,0,0.9921875,0.2838,blood_glucose_level <= 100.00,,,,,,,,,,,
7228,0,0,0.983957219251337,0.812,blood_glucose_level <= 159.00,,,,,,,,,,,
7229,0,0,1,0.8072,blood_glucose_level <= 159.00,,,,,,,,,,,
7230,0,0,0.9869281045751634,0.5007,age <= 42.00,,,,,,,,,,,
7231,0,0,0.9823008849557522,0.248,age <= 23.00,,,,,,,,,,,
7232,0,0,0.991304347826087,0.2503,age <= 23.00,,,,,,,,,,,
7233,0,0,0.9900497512437811,0.5411,HbA1c_level <= 5.80,,,,,,,,,,,
7234,1,0,0.9861111111111112,0.512,blood_glucose_level <= 140.00,,,,,,,,,,,
7235,0,0,0.98,0.5023,age <= 42.00,,,,,,,,,,,
7236,0,0,1,0.3021,HbA1c_level <= 4.80,,,,,,,,,,,
7237,0,0,1,0.2948,HbA1c_level <= 4.80,,,,,,,,,,,
7238,0,0,0.9880952380952381,0.5026,blood_glucose_level <= 140.00,,,,,,,,,,,
7239,0,0,0.9923664122137404,0.2802,blood_glucose_level <= 100.00,,,,,,,,,,,
7240,0,0,0.9838709677419355,0.8146,blood_glucose_level <= 159.00,,,,,,,,,,,
7241,0,0,0.9933774834437086,0.5407,HbA1c_level <= 5.80,,,,,,,,,,,
7242,0,0,0.9921875,0.2792,blood_glucose_level <= 100.00,,,,,,,,,,,
7243,0,0,0.9950248756218906,0.2988,HbA1c_level <= 4.80,,,,,,,,,,,
7244,1,1,0.7329888027562446,0.0008,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 29.52,smoking_history = 5.00,smoking_history = 5.00,,,,,,
7245,0,0,0.9896373056994818,0.928,hypertension = 0.00,,,,,,,,,,,
7246,0,0,0.9939024390243902,0.5364,HbA1c_level <= 5.80,,,,,,,,,,,
7247,0,0,0.989010989010989,0.7852,HbA1c_level <= 6.20,,,,,,,,,,,
7248,0,0,0.9935483870967742,0.5443,HbA1c_level <= 5.80,,,,,,,,,,,
7249,0,0,0.9723756906077348,0.8077,blood_glucose_level <= 159.00,,,,,,,,,,,
7250,0,0,0.9932432432432432,0.5111,age <= 42.00,,,,,,,,,,,
7251,0,0,0.9957446808510638,0.2997,HbA1c_level <= 4.80,,,,,,,,,,,
7252,0,0,1,0.5117,blood_glucose_level <= 140.00,,,,,,,,,,,
7253,0,0,0.9850746268656716,0.7849,HbA1c_level <= 6.20,,,,,,,,,,,
7254,0,0,0.9877300613496932,0.5883,gender = 0.00,,,,,,,,,,,
7255,0,0,0.983402489626556,0.5161,blood_glucose_level <= 140.00,,,,,,,,,,,
7256,0,0,1,0.2969,HbA1c_level <= 4.80,,,,,,,,,,,
7257,1,0,0.9934640522875817,0.5163,blood_glucose_level <= 140.00,,,,,,,,,,,
7258,0,0,1,0.2765,blood_glucose_level <= 100.00,,,,,,,,,,,
7259,0,0,1,0.7959,HbA1c_level <= 6.20,,,,,,,,,,,
7260,1,1,0.6969895287958116,0.0042,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 27.32,gender = 1.00,gender = 1.00,,,,,,
7261,0,0,0.9925373134328358,0.3043,HbA1c_level <= 4.80,,,,,,,,,,,
7262,0,0,1,0.3049,HbA1c_level <= 4.80,,,,,,,,,,,
7263,1,1,0.3491189427312775,0.0325,HbA1c_level > 6.20,age > 42.00,blood_glucose_level > 140.00,bmi > 27.32,,,,,,,,
7264,0,0,1,0.2796,blood_glucose_level <= 100.00,,,,,,,,,,,
7265,0,0,0.9882352941176471,0.5405,HbA1c_level <= 5.80,,,,,,,,,,,
7266,0,0,0.9829545454545454,0.7925,HbA1c_level <= 6.20,,,,,,,,,,,
7267,0,0,1,0.2861,blood_glucose_level <= 100.00,,,,,,,,,,,
7268,0,0,0.975177304964539,0.8212,blood_glucose_level <= 159.00,,,,,,,,,,,
7269,0,0,0.9866666666666667,0.5106,age <= 42.00,,,,,,,,,,,
7270,0,0,0.9800995024875622,0.3513,smoking_history = 0.00,,,,,,,,,,,
7271,0,0,0.9779005524861878,0.81,blood_glucose_level <= 159.00,,,,,,,,,,,
7272,0,0,1,0.7624,age <= 59.00,,,,,,,,,,,
7273,0,0,0.9874213836477987,0.5995,gender = 0.00,,,,,,,,,,,
7274,0,0,0.9871794871794872,0.5106,blood_glucose_level <= 140.00,,,,,,,,,,,
7275,0,0,1,0.9252,hypertension = 0.00,,,,,,,,,,,
7276,0,0,0.9923664122137404,0.2996,HbA1c_level <= 4.80,,,,,,,,,,,
7277,0,0,0.9900990099009901,1,,,,,,,,,,,,
7278,0,0,1,0.5003,blood_glucose_level <= 140.00,,,,,,,,,,,
7279,0,0,1,0.5485,HbA1c_level <= 5.80,,,,,,,,,,,
7280,0,0,1,0.3023,HbA1c_level <= 4.80,,,,,,,,,,,
7281,0,0,0.9920634920634921,0.3063,HbA1c_level <= 4.80,,,,,,,,,,,
7282,0,0,0.9933774834437086,0.5107,age <= 42.00,,,,,,,,,,,
7283,0,0,0.9937106918238994,0.5807,gender = 0.00,,,,,,,,,,,
7284,0,0,1,0.2928,HbA1c_level <= 4.80,,,,,,,,,,,
7285,0,0,0.9900990099009901,1,,,,,,,,,,,,
7286,0,0,1,0.3056,HbA1c_level <= 4.80,,,,,,,,,,,
7287,0,0,0.991304347826087,0.2968,blood_glucose_level <= 100.00,,,,,,,,,,,
7288,0,0,1,0.3051,HbA1c_level <= 4.80,,,,,,,,,,,
7289,0,0,0.9935897435897436,0.54,HbA1c_level <= 5.80,,,,,,,,,,,
7290,0,0,0.9934640522875817,0.5378,HbA1c_level <= 5.80,,,,,,,,,,,
7291,0,0,1,0.3046,HbA1c_level <= 4.80,,,,,,,,,,,
7292,0,1,0.5872,0.0042,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 5.80,hypertension = 1.00,smoking_history = 0.00,,,,,,,
7293,0,0,1,0.3009,HbA1c_level <= 4.80,,,,,,,,,,,
7294,0,0,1,0.273,blood_glucose_level <= 100.00,,,,,,,,,,,
7295,0,0,1,0.5152,blood_glucose_level <= 140.00,,,,,,,,,,,
7296,1,0,1,0.7902,HbA1c_level <= 6.20,,,,,,,,,,,
7297,0,0,1,0.296,HbA1c_level <= 4.80,,,,,,,,,,,
7298,1,0,0.9929328621908127,0.8171,blood_glucose_level <= 159.00,,,,,,,,,,,
7299,0,0,1,0.5449,HbA1c_level <= 5.80,,,,,,,,,,,
7300,0,0,0.9931506849315068,0.5415,HbA1c_level <= 5.80,,,,,,,,,,,
7301,0,0,0.9911111111111112,0.2757,blood_glucose_level <= 100.00,,,,,,,,,,,
7302,0,0,1,0.2984,HbA1c_level <= 4.80,,,,,,,,,,,
7303,0,0,0.9900990099009901,1,,,,,,,,,,,,
7304,0,0,0.9970059880239521,0.3024,HbA1c_level <= 4.80,,,,,,,,,,,
7305,0,0,0.9872611464968153,0.5369,HbA1c_level <= 5.80,,,,,,,,,,,
7306,0,0,0.9885057471264368,0.7493,age <= 59.00,,,,,,,,,,,
7307,0,0,0.993421052631579,0.5214,blood_glucose_level <= 140.00,,,,,,,,,,,
7308,0,0,1,0.7885,HbA1c_level <= 6.20,,,,,,,,,,,
7309,0,0,0.9945054945054945,0.813,blood_glucose_level <= 159.00,,,,,,,,,,,
7310,0,0,1,0.8162,blood_glucose_level <= 159.00,,,,,,,,,,,
7311,0,0,1,0.2965,HbA1c_level <= 4.80,,,,,,,,,,,
7312,0,0,0.9888268156424581,0.7922,HbA1c_level <= 6.20,,,,,,,,,,,
7313,0,0,1,0.5255,blood_glucose_level <= 140.00,,,,,,,,,,,
7314,1,1,0.44024802705749716,0.001,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 4.80,bmi > 29.52,gender = 1.00,smoking_history = 2.00,smoking_history = 2.00,,,,,
7315,0,0,1,0.2832,blood_glucose_level <= 100.00,,,,,,,,,,,
7316,0,0,0.993920972644377,0.3012,HbA1c_level <= 4.80,,,,,,,,,,,
7317,0,0,0.9857142857142858,0.8167,blood_glucose_level <= 159.00,,,,,,,,,,,
7318,0,0,0.9601449275362319,0.7491,bmi <= 29.52,,,,,,,,,,,
7319,0,0,1,0.2934,HbA1c_level <= 4.80,,,,,,,,,,,
7320,0,0,0.9922480620155039,0.3028,HbA1c_level <= 4.80,,,,,,,,,,,
7321,0,0,1,0.3015,HbA1c_level <= 4.80,,,,,,,,,,,
7322,0,0,0.9810126582278481,0.5147,blood_glucose_level <= 140.00,,,,,,,,,,,
7323,1,1,0.9915254237288136,0.0008,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,heart_disease = 1.00,hypertension = 1.00,,,,,,,
7324,0,0,1,0.3007,HbA1c_level <= 4.80,,,,,,,,,,,
7325,0,0,0.993006993006993,0.4999,age <= 42.00,,,,,,,,,,,
7326,0,0,1,0.2815,blood_glucose_level <= 100.00,,,,,,,,,,,
7327,0,0,0.9864253393665159,0.2825,blood_glucose_level <= 100.00,,,,,,,,,,,
7328,0,0,1,0.808,blood_glucose_level <= 159.00,,,,,,,,,,,
7329,0,0,0.989010989010989,0.7857,HbA1c_level <= 6.20,,,,,,,,,,,
7330,0,0,1,0.822,blood_glucose_level <= 159.00,,,,,,,,,,,
7331,0,1,0.8581314878892734,0.0015,blood_glucose_level > 159.00,HbA1c_level > 5.80,age > 59.00,heart_disease = 1.00,hypertension = 1.00,bmi > 23.52,hypertension = 1.00,heart_disease = 1.00,,,,
7332,0,0,0.9866666666666667,0.5082,age <= 42.00,,,,,,,,,,,
7333,0,0,0.98828125,0.5137,age <= 42.00,,,,,,,,,,,
7334,0,0,1,0.2984,HbA1c_level <= 4.80,,,,,,,,,,,
7335,0,0,0.9763313609467456,0.7976,HbA1c_level <= 6.20,,,,,,,,,,,
7336,0,0,0.9933333333333333,0.5129,blood_glucose_level <= 140.00,,,,,,,,,,,
7337,0,0,0.9938650306748467,0.5394,HbA1c_level <= 5.80,,,,,,,,,,,
7338,1,0,0.9783783783783784,0.793,HbA1c_level <= 6.20,,,,,,,,,,,
7339,0,0,1,0.3067,HbA1c_level <= 4.80,,,,,,,,,,,
7340,0,0,0.9933333333333333,0.546,HbA1c_level <= 5.80,,,,,,,,,,,
7341,0,0,0.9832402234636871,0.7859,HbA1c_level <= 6.20,,,,,,,,,,,
7342,0,0,0.9920634920634921,0.2498,age <= 23.00,,,,,,,,,,,
7343,0,0,1,0.8094,blood_glucose_level <= 159.00,,,,,,,,,,,
7344,0,0,0.9942528735632183,0.7908,HbA1c_level <= 6.20,,,,,,,,,,,
7345,0,0,1,0.5327,HbA1c_level <= 5.80,,,,,,,,,,,
7346,0,0,0.9924812030075187,0.299,HbA1c_level <= 4.80,,,,,,,,,,,
7347,0,0,1,0.5439,HbA1c_level <= 5.80,,,,,,,,,,,
7348,0,0,0.9824561403508771,0.2753,blood_glucose_level <= 100.00,,,,,,,,,,,
7349,0,0,0.988950276243094,0.7913,HbA1c_level <= 6.20,,,,,,,,,,,
7350,1,1,0.6129032258064516,0.0169,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 42.00,bmi > 29.52,,,,,,,,
7351,1,0,1,0.251,bmi <= 23.52,,,,,,,,,,,
7352,0,0,1,0.2981,HbA1c_level <= 4.80,,,,,,,,,,,
7353,0,0,0.9779005524861878,0.7876,HbA1c_level <= 6.20,,,,,,,,,,,
7354,0,0,0.9836065573770492,0.8071,blood_glucose_level <= 159.00,,,,,,,,,,,
7355,0,0,1,0.2713,blood_glucose_level <= 100.00,,,,,,,,,,,
7356,0,0,1,0.5118,blood_glucose_level <= 140.00,,,,,,,,,,,
7357,0,0,0.989010989010989,0.8155,blood_glucose_level <= 159.00,,,,,,,,,,,
7358,0,0,0.9861111111111112,0.5001,age <= 42.00,,,,,,,,,,,
7359,0,0,0.994475138121547,0.5299,HbA1c_level <= 5.80,,,,,,,,,,,
7360,0,0,1,0.7946,HbA1c_level <= 6.20,,,,,,,,,,,
7361,0,0,1,0.2813,blood_glucose_level <= 100.00,,,,,,,,,,,
7362,0,0,1,0.303,HbA1c_level <= 4.80,,,,,,,,,,,
7363,0,0,0.9794871794871794,0.962,heart_disease = 0.00,,,,,,,,,,,
7364,1,1,0.3408239700374532,0.0329,HbA1c_level > 6.20,blood_glucose_level > 140.00,bmi > 27.32,age > 42.00,,,,,,,,
7365,0,0,1,0.3007,HbA1c_level <= 4.80,,,,,,,,,,,
7366,0,0,0.989010989010989,0.8131,blood_glucose_level <= 159.00,,,,,,,,,,,
7367,0,0,1,0.2927,HbA1c_level <= 4.80,,,,,,,,,,,
7368,0,0,0.9891891891891892,0.8201,blood_glucose_level <= 159.00,,,,,,,,,,,
7369,1,1,0.7043558850787767,0.0005,HbA1c_level > 6.20,blood_glucose_level > 159.00,heart_disease = 1.00,age > 42.00,bmi > 23.52,smoking_history = 3.00,,,,,,
7370,0,0,0.9678571428571429,0.8153,blood_glucose_level <= 159.00,,,,,,,,,,,
7371,0,0,0.9887640449438202,0.8123,blood_glucose_level <= 159.00,,,,,,,,,,,
7372,0,0,0.960431654676259,0.8054,blood_glucose_level <= 159.00,,,,,,,,,,,
7373,0,0,0.9942196531791907,0.7942,HbA1c_level <= 6.20,,,,,,,,,,,
7374,0,0,0.9888268156424581,0.7954,HbA1c_level <= 6.20,,,,,,,,,,,
7375,0,0,0.9943820224719101,0.8078,blood_glucose_level <= 159.00,,,,,,,,,,,
7376,0,0,1,0.3044,HbA1c_level <= 4.80,,,,,,,,,,,
7377,0,0,1,0.3056,HbA1c_level <= 4.80,,,,,,,,,,,
7378,0,1,0.9303621169916435,0.0002,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 5.80,heart_disease = 1.00,hypertension = 1.00,bmi > 29.52,hypertension = 1.00,heart_disease = 1.00,gender = 0.00,gender = 0.00,,
7379,0,0,1,0.3031,HbA1c_level <= 4.80,,,,,,,,,,,
7380,0,0,1,0.8083,blood_glucose_level <= 159.00,,,,,,,,,,,
7381,0,0,1,0.3041,HbA1c_level <= 4.80,,,,,,,,,,,
7382,0,0,1,0.7858,HbA1c_level <= 6.20,,,,,,,,,,,
7383,0,0,0.9871794871794872,0.5851,gender = 0.00,,,,,,,,,,,
7384,0,0,1,0.2815,blood_glucose_level <= 100.00,,,,,,,,,,,
7385,0,0,0.9945054945054945,0.7914,HbA1c_level <= 6.20,,,,,,,,,,,
7386,0,0,1,0.5111,blood_glucose_level <= 140.00,,,,,,,,,,,
7387,0,0,1,0.3085,HbA1c_level <= 4.80,,,,,,,,,,,
7388,0,0,1,0.2487,age <= 23.00,,,,,,,,,,,
7389,0,0,1,0.2998,HbA1c_level <= 4.80,,,,,,,,,,,
7390,0,0,1,0.3064,HbA1c_level <= 4.80,,,,,,,,,,,
7391,0,0,1,0.8109,blood_glucose_level <= 159.00,,,,,,,,,,,
7392,0,0,1,0.3067,HbA1c_level <= 4.80,,,,,,,,,,,
7393,0,0,0.9868995633187773,0.2522,age <= 23.00,,,,,,,,,,,
7394,0,0,0.994413407821229,0.8125,blood_glucose_level <= 159.00,,,,,,,,,,,
7395,0,0,0.9832402234636871,0.8192,blood_glucose_level <= 159.00,,,,,,,,,,,
7396,0,0,0.9865771812080537,0.5125,blood_glucose_level <= 140.00,,,,,,,,,,,
7397,0,0,0.9748201438848921,0.7839,HbA1c_level <= 6.20,,,,,,,,,,,
7398,0,0,0.9931506849315068,0.5361,HbA1c_level <= 5.80,,,,,,,,,,,
7399,1,1,0.4080687830687831,0.0086,HbA1c_level > 6.20,age > 59.00,bmi > 29.52,blood_glucose_level > 100.00,gender = 1.00,,,,,,,
7400,0,0,1,0.7975,HbA1c_level <= 6.20,,,,,,,,,,,
7401,0,0,0.9873417721518988,0.5055,age <= 42.00,,,,,,,,,,,
7402,0,0,1,0.7957,HbA1c_level <= 6.20,,,,,,,,,,,
7403,0,0,1,0.2828,blood_glucose_level <= 100.00,,,,,,,,,,,
7404,0,0,0.9770642201834863,0.2546,age <= 23.00,,,,,,,,,,,
7405,0,0,1,0.3079,HbA1c_level <= 4.80,,,,,,,,,,,
7406,0,0,1,0.5117,blood_glucose_level <= 140.00,,,,,,,,,,,
7407,0,0,0.9877300613496932,0.6727,bmi <= 27.32,,,,,,,,,,,
7408,0,0,0.9966777408637874,0.542,HbA1c_level <= 5.80,,,,,,,,,,,
7409,0,0,1,0.3068,HbA1c_level <= 4.80,,,,,,,,,,,
7410,1,0,1,0.5076,age <= 42.00,,,,,,,,,,,
7411,0,0,0.9869565217391304,0.2549,age <= 23.00,,,,,,,,,,,
7412,0,0,1,0.5112,blood_glucose_level <= 140.00,,,,,,,,,,,
7413,0,0,0.9933333333333333,0.5083,blood_glucose_level <= 140.00,,,,,,,,,,,
7414,0,0,0.9869281045751634,0.508,age <= 42.00,,,,,,,,,,,
7415,0,0,0.9923076923076923,0.2577,age <= 23.00,,,,,,,,,,,
7416,0,0,0.986784140969163,0.254,age <= 23.00,,,,,,,,,,,
7417,0,0,1,0.2969,HbA1c_level <= 4.80,,,,,,,,,,,
7418,0,0,1,0.5079,blood_glucose_level <= 140.00,,,,,,,,,,,
7419,0,0,0.989247311827957,0.7932,HbA1c_level <= 6.20,,,,,,,,,,,
7420,0,0,1,0.3014,HbA1c_level <= 4.80,,,,,,,,,,,
7421,0,0,1,0.2992,HbA1c_level <= 4.80,,,,,,,,,,,
7422,0,0,0.9935064935064936,0.5375,HbA1c_level <= 5.80,,,,,,,,,,,
7423,0,0,0.9887640449438202,0.7917,HbA1c_level <= 6.20,,,,,,,,,,,
7424,0,0,1,0.3056,HbA1c_level <= 4.80,,,,,,,,,,,
7425,0,0,0.9925373134328358,0.3133,HbA1c_level <= 4.80,,,,,,,,,,,
7426,0,0,0.993103448275862,0.511,age <= 42.00,,,,,,,,,,,
7427,0,0,1,0.7938,HbA1c_level <= 6.20,,,,,,,,,,,
7428,0,0,0.9814814814814815,0.6666,bmi <= 27.32,,,,,,,,,,,
7429,0,0,1,0.2872,blood_glucose_level <= 100.00,,,,,,,,,,,
7430,0,0,1,0.5095,blood_glucose_level <= 140.00,,,,,,,,,,,
7431,0,0,0.9808917197452229,0.5153,blood_glucose_level <= 140.00,,,,,,,,,,,
7432,0,0,0.989010989010989,0.7913,HbA1c_level <= 6.20,,,,,,,,,,,
7433,0,0,1,0.2989,HbA1c_level <= 4.80,,,,,,,,,,,
7434,0,0,0.9820627802690582,0.2523,age <= 23.00,,,,,,,,,,,
7435,0,0,1,0.7885,HbA1c_level <= 6.20,,,,,,,,,,,
7436,0,0,0.9833333333333333,0.8141,blood_glucose_level <= 159.00,,,,,,,,,,,
7437,0,0,0.9941520467836257,0.7837,HbA1c_level <= 6.20,,,,,,,,,,,
7438,0,0,0.9918032786885246,0.2835,blood_glucose_level <= 100.00,,,,,,,,,,,
7439,0,0,0.9931972789115646,0.5417,HbA1c_level <= 5.80,,,,,,,,,,,
7440,0,0,0.9881656804733728,0.6624,bmi <= 27.32,,,,,,,,,,,
7441,1,0,0.983402489626556,0.5102,age <= 42.00,,,,,,,,,,,
7442,0,0,0.9914772727272727,0.5391,HbA1c_level <= 5.80,,,,,,,,,,,
7443,1,1,0.7223001402524544,0.0105,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 29.52,,,,,,,,
7444,1,0,1,0.8163,blood_glucose_level <= 159.00,,,,,,,,,,,
7445,0,0,0.9751243781094527,0.3441,smoking_history = 1.00,,,,,,,,,,,
7446,1,0,0.9935483870967742,0.5101,blood_glucose_level <= 140.00,,,,,,,,,,,
7447,0,0,0.9931506849315068,0.5114,blood_glucose_level <= 140.00,,,,,,,,,,,
7448,0,0,1,0.3081,HbA1c_level <= 4.80,,,,,,,,,,,
7449,0,0,1,0.8171,blood_glucose_level <= 159.00,,,,,,,,,,,
7450,1,1,0.6885665529010239,0.0004,HbA1c_level > 6.20,age > 59.00,heart_disease = 1.00,bmi > 29.52,blood_glucose_level > 100.00,smoking_history = 3.00,gender = 1.00,smoking_history = 3.00,,,,
7451,0,0,0.9867256637168141,0.2789,blood_glucose_level <= 100.00,,,,,,,,,,,
7452,0,0,1,0.2892,blood_glucose_level <= 100.00,,,,,,,,,,,
7453,0,0,1,0.2795,blood_glucose_level <= 100.00,,,,,,,,,,,
7454,0,0,1,0.5397,HbA1c_level <= 5.80,,,,,,,,,,,
7455,0,0,0.987012987012987,0.5081,age <= 42.00,,,,,,,,,,,
7456,0,0,1,0.2803,blood_glucose_level <= 100.00,,,,,,,,,,,
7457,0,0,1,0.508,blood_glucose_level <= 140.00,,,,,,,,,,,
7458,0,0,0.9915254237288136,0.2487,bmi <= 23.52,,,,,,,,,,,
7459,0,0,0.9824561403508771,0.7565,age <= 59.00,,,,,,,,,,,
7460,0,0,0.994413407821229,0.7909,HbA1c_level <= 6.20,,,,,,,,,,,
7461,0,0,0.9924812030075187,0.3088,HbA1c_level <= 4.80,,,,,,,,,,,
7462,0,0,0.9959677419354839,0.5461,HbA1c_level <= 5.80,,,,,,,,,,,
7463,0,0,1,0.2986,HbA1c_level <= 4.80,,,,,,,,,,,
7464,1,1,0.3988591487494515,0.0444,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 23.00,bmi > 23.52,,,,,,,,
7465,0,0,1,0.8074,blood_glucose_level <= 159.00,,,,,,,,,,,
7466,0,0,0.994475138121547,0.7878,HbA1c_level <= 6.20,,,,,,,,,,,
7467,0,0,0.9876543209876543,0.5425,HbA1c_level <= 5.80,,,,,,,,,,,
7468,0,0,1,0.2464,age <= 23.00,,,,,,,,,,,
7469,0,0,0.9864864864864865,0.5377,HbA1c_level <= 5.80,,,,,,,,,,,
7470,0,0,0.9938271604938271,0.5298,HbA1c_level <= 5.80,,,,,,,,,,,
7471,0,0,0.9890710382513661,0.8108,blood_glucose_level <= 159.00,,,,,,,,,,,
7472,0,0,0.9816849816849816,0.7857,HbA1c_level <= 6.20,,,,,,,,,,,
7473,0,0,1,0.3589,smoking_history = 1.00,,,,,,,,,,,
7474,0,0,1,0.8168,blood_glucose_level <= 159.00,,,,,,,,,,,
7475,0,0,0.9770114942528736,0.7556,age <= 59.00,,,,,,,,,,,
7476,1,0,0.9799196787148594,0.5455,HbA1c_level <= 5.80,,,,,,,,,,,
7477,0,0,0.9872611464968153,0.5123,blood_glucose_level <= 140.00,,,,,,,,,,,
7478,0,0,1,0.518,blood_glucose_level <= 140.00,,,,,,,,,,,
7479,0,0,1,0.2777,blood_glucose_level <= 100.00,,,,,,,,,,,
7480,0,0,0.9835390946502057,0.5184,blood_glucose_level <= 140.00,,,,,,,,,,,
7481,0,0,0.9883720930232558,0.7904,HbA1c_level <= 6.20,,,,,,,,,,,
7482,0,0,1,0.3043,HbA1c_level <= 4.80,,,,,,,,,,,
7483,1,1,0.32158590308370044,0.0034,HbA1c_level > 6.20,bmi > 29.52,age > 42.00,blood_glucose_level > 100.00,gender = 1.00,gender = 1.00,smoking_history = 3.00,smoking_history = 3.00,,,,
7484,0,0,1,0.3018,HbA1c_level <= 4.80,,,,,,,,,,,
7485,1,1,0.43016069221260816,0.016,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 23.00,bmi > 23.52,gender = 1.00,gender = 1.00,,,,,,
7486,0,0,1,0.5087,blood_glucose_level <= 140.00,,,,,,,,,,,
7487,0,0,1,0.505,blood_glucose_level <= 140.00,,,,,,,,,,,
7488,0,0,0.9932885906040269,0.5378,HbA1c_level <= 5.80,,,,,,,,,,,
7489,0,0,0.9819277108433735,0.6695,bmi <= 27.32,,,,,,,,,,,
