,y_true,y_pred,precision,coverage,a0,a1,a2,a3
534,0,2,0.7146690518783542,0.0233,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
345,2,2,0.7375,0.0233,fixed_acidity > 13.12,residual_sugar <= 4.10,alcohol > 12.60,
253,0,2,0.5587583148558758,0.0232,alcohol <= 11.00,residual_sugar <= 7.55,7.10 < fixed_acidity <= 10.40,density > 1.00
312,0,2,0.6465833945628214,0.023,alcohol <= 11.00,residual_sugar <= 4.10,0.99 < density <= 1.00,fixed_acidity > 7.10
245,1,0,0.7510879025239339,0.023,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
59,0,0,0.807556080283353,0.0229,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density <= 1.00
337,2,2,0.6976190476190476,0.0228,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 1.00
626,0,2,0.8315665488810365,0.0227,alcohol <= 9.50,residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density > 0.99
850,1,0,0.995,0.0226,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
806,2,2,0.5504424778761062,0.0226,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,alcohol <= 12.60,1.00 < density <= 1.00
119,0,0,0.9294117647058824,0.0226,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
923,0,2,0.5790322580645161,0.0224,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,density <= 0.99
663,2,1,0.6528301886792452,0.0224,fixed_acidity > 10.40,4.10 < residual_sugar <= 7.55,alcohol > 12.60,
287,0,0,1,0.0224,fixed_acidity > 13.12,residual_sugar <= 4.10,11.00 < alcohol <= 12.60,
840,0,1,0.6102332580887886,0.0223,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 13.12,residual_sugar > 4.10,density > 1.00
688,2,2,0.576056338028169,0.0223,alcohol <= 11.00,residual_sugar <= 7.55,7.10 < fixed_acidity <= 10.40,density > 1.00
152,0,0,0.7665441176470589,0.0223,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,density <= 1.00,fixed_acidity > 7.10
148,0,2,0.609254498714653,0.0223,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,density <= 0.99
131,0,0,0.7536231884057971,0.0223,residual_sugar <= 4.10,9.50 < alcohol <= 12.60,fixed_acidity > 13.12,density > 1.00
66,2,0,1,0.0223,fixed_acidity > 13.12,residual_sugar <= 4.10,11.00 < alcohol <= 12.60,
929,2,0,0.7419786096256684,0.0222,fixed_acidity > 13.12,residual_sugar <= 11.50,11.00 < alcohol <= 12.60,density <= 1.00
549,2,0,0.7717690192483959,0.0222,fixed_acidity > 13.12,residual_sugar <= 4.10,9.50 < alcohol <= 12.60,density > 1.00
147,2,0,1,0.0222,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
433,0,0,0.6192851205320034,0.0221,fixed_acidity > 13.12,9.50 < alcohol <= 12.60,residual_sugar <= 11.50,0.99 < density <= 1.00
902,2,1,0.807799442896936,0.022,alcohol <= 9.50,residual_sugar > 11.50,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
784,2,2,0.6318822023047375,0.022,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity <= 7.10,density <= 1.00
599,2,0,1,0.022,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
584,0,0,0.9871794871794872,0.022,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
561,2,2,0.49724137931034484,0.022,alcohol > 12.60,fixed_acidity > 10.40,0.99 < density <= 1.00,residual_sugar <= 4.10
514,0,1,0.5252525252525253,0.0219,7.10 < fixed_acidity <= 13.12,11.00 < alcohol <= 12.60,0.99 < density <= 1.00,residual_sugar <= 11.50
112,0,0,0.9925925925925926,0.0219,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
95,2,0,1,0.0219,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
928,1,1,0.7300843486410497,0.0218,9.50 < alcohol <= 11.00,residual_sugar > 4.10,10.40 < fixed_acidity <= 13.12,density > 1.00
808,1,2,0.7521994134897361,0.0218,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,
192,0,0,1,0.0218,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
25,0,1,0.688195991091314,0.0217,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,fixed_acidity <= 13.12,0.99 < density <= 1.00
365,1,0,0.7613997879109226,0.0216,fixed_acidity > 13.12,residual_sugar <= 7.55,9.50 < alcohol <= 12.60,1.00 < density <= 1.00
314,1,0,1,0.0216,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
203,1,2,0.5493934142114385,0.0216,density > 1.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,alcohol <= 12.60
809,0,2,0.713818479149632,0.0215,residual_sugar > 11.50,alcohol > 12.60,0.99 < density <= 1.00,
790,0,0,0.9526462395543176,0.0215,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
761,0,0,0.6228615863141524,0.0215,fixed_acidity > 13.12,9.50 < alcohol <= 12.60,residual_sugar <= 11.50,0.99 < density <= 1.00
569,2,2,0.6831460674157304,0.0215,alcohol <= 11.00,residual_sugar <= 4.10,fixed_acidity > 7.10,0.99 < density <= 1.00
487,1,2,0.5991316931982634,0.0215,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,density <= 0.99
164,0,0,0.9502487562189055,0.0213,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
859,0,0,0.8138479001135074,0.0212,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density <= 1.00
746,2,0,1,0.0212,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
247,0,1,0.6837060702875399,0.0212,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density > 0.99,alcohol > 11.00
973,0,2,0.6049290515309933,0.0211,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,0.99 < density <= 1.00
827,2,0,1,0.0211,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
212,1,1,0.5225409836065574,0.0211,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,density > 1.00,
280,1,1,0.7682363804247461,0.021,alcohol <= 9.50,residual_sugar > 11.50,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
123,2,2,0.6071428571428571,0.021,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,0.99 < density <= 1.00
820,0,0,0.7676902536715621,0.0208,9.50 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,density > 0.99
632,0,0,0.640746500777605,0.0208,alcohol > 9.50,residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
556,1,1,0.8006012024048096,0.0207,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 1.00
389,2,2,0.709978463747308,0.0207,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar > 7.55,density > 0.99
303,2,0,0.814385150812065,0.0207,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density > 0.99
101,2,0,0.8827838827838828,0.0207,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,
74,0,0,1,0.0207,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
875,2,0,0.9928571428571429,0.0206,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
609,1,1,0.5569044006069803,0.0206,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar > 4.10,density > 1.00
595,1,1,0.6992574257425742,0.0206,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,fixed_acidity > 7.10,density <= 0.99
519,1,0,0.9343891402714932,0.0206,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
933,2,2,0.6645109135004043,0.0205,alcohol <= 9.50,residual_sugar <= 7.55,fixed_acidity > 10.40,density <= 0.99
910,0,2,0.6532012195121951,0.0204,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,residual_sugar <= 11.50,density <= 1.00
768,1,0,0.5625,0.0204,alcohol > 11.00,7.10 < fixed_acidity <= 10.40,residual_sugar > 11.50,density <= 1.00
276,1,0,0.7573073516386183,0.0204,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density > 1.00
841,1,1,0.7166504381694255,0.0203,residual_sugar > 7.55,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
231,0,0,0.9883268482490273,0.0203,fixed_acidity > 13.12,residual_sugar <= 4.10,11.00 < alcohol <= 12.60,
916,0,0,0.9388888888888889,0.0201,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
786,0,2,0.5923149015932521,0.0201,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,residual_sugar <= 11.50,density > 1.00
637,2,2,0.846723044397463,0.02,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,density > 1.00
346,1,2,0.6490008688097306,0.02,alcohol <= 11.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,density <= 0.99
772,1,1,0.8384223918575063,0.0199,alcohol <= 9.50,residual_sugar > 7.55,10.40 < fixed_acidity <= 13.12,density > 0.99
355,2,1,0.7266857962697274,0.0199,residual_sugar > 7.55,alcohol <= 12.60,10.40 < fixed_acidity <= 13.12,density > 1.00
792,2,0,0.9603960396039604,0.0197,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
694,1,2,0.8464203233256351,0.0196,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,density > 1.00
672,2,2,0.8967391304347826,0.0196,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 1.00
458,2,1,0.6573088092933205,0.0196,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00,alcohol > 9.50
417,0,0,0.9942196531791907,0.0196,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
920,2,0,1,0.0195,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
476,1,1,1,0.0195,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
506,2,2,0.6179775280898876,0.0194,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity <= 7.10,density > 0.99
641,0,0,0.9923371647509579,0.0193,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
499,1,1,1,0.0193,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
183,0,2,0.6875,0.0193,residual_sugar > 11.50,alcohol > 11.00,fixed_acidity > 7.10,density <= 0.99
177,2,1,0.7976071784646062,0.0193,alcohol <= 9.50,residual_sugar > 11.50,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
171,1,1,0.714406779661017,0.0193,10.40 < fixed_acidity <= 13.12,residual_sugar > 4.10,9.50 < alcohol <= 11.00,density > 1.00
504,1,0,0.8830645161290323,0.0192,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,
494,0,1,0.7671957671957672,0.0192,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,density <= 1.00
758,1,0,0.9230769230769231,0.0191,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
715,0,0,0.715669014084507,0.0191,alcohol > 12.60,fixed_acidity <= 10.40,4.10 < residual_sugar <= 11.50,density > 1.00
891,0,0,1,0.019,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
269,1,2,0.6968773800456969,0.019,alcohol <= 9.50,residual_sugar <= 7.55,fixed_acidity > 10.40,0.99 < density <= 1.00
146,0,0,0.9147121535181236,0.019,11.00 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
884,0,1,0.6091644204851752,0.0189,7.55 < residual_sugar <= 11.50,alcohol <= 9.50,fixed_acidity > 10.40,density > 0.99
975,1,0,0.9922480620155039,0.0188,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 13.12,
335,1,2,0.6179039301310044,0.0188,residual_sugar > 11.50,alcohol > 9.50,fixed_acidity > 10.40,density <= 0.99
960,2,0,0.9287410926365796,0.0187,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,
900,2,0,0.631484794275492,0.0187,9.50 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 10.40,1.00 < density <= 1.00
503,0,1,1,0.0187,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
105,2,1,0.49473684210526314,0.0187,7.10 < fixed_acidity <= 10.40,11.00 < alcohol <= 12.60,1.00 < density <= 1.00,residual_sugar <= 11.50
313,2,2,0.9103139013452914,0.0186,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 1.00
651,2,2,0.7450980392156863,0.0185,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 9.50,density > 1.00
354,0,1,1,0.0184,alcohol <= 9.50,residual_sugar > 11.50,10.40 < fixed_acidity <= 13.12,
648,0,1,1,0.0183,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
533,1,2,0.7693574958813838,0.0183,residual_sugar > 11.50,alcohol > 11.00,fixed_acidity > 10.40,density > 1.00
380,0,2,0.911504424778761,0.0183,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,
376,1,1,0.5576251455180442,0.0182,alcohol <= 9.50,fixed_acidity <= 7.10,residual_sugar <= 7.55,density <= 1.00
358,0,0,0.9311163895486936,0.0182,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
325,2,2,0.9035916824196597,0.0182,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 1.00
55,0,1,0.6002805049088359,0.0181,residual_sugar > 11.50,alcohol <= 11.00,density <= 0.99,fixed_acidity > 10.40
988,0,1,1,0.018,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
588,1,1,0.8091787439613527,0.018,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 1.00
509,0,2,0.8296943231441049,0.018,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,0.99 < density <= 1.00
407,1,0,0.7945205479452054,0.018,11.00 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 1.00
401,1,1,1,0.018,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
181,1,0,0.7992957746478874,0.018,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density > 1.00
832,1,2,0.529891304347826,0.0179,alcohol <= 9.50,fixed_acidity > 13.12,density > 1.00,
87,1,1,1,0.0178,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
21,2,2,0.8756302521008403,0.0178,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,0.99 < density <= 1.00
673,2,2,0.916267942583732,0.0177,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 1.00
414,0,1,1,0.0177,alcohol <= 9.50,residual_sugar > 11.50,10.40 < fixed_acidity <= 13.12,
169,2,1,0.7769718948322756,0.0177,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,density <= 1.00
42,2,0,0.4838921761998685,0.0177,residual_sugar <= 4.10,fixed_acidity <= 7.10,0.99 < density <= 1.00,alcohol <= 12.60
27,1,2,0.8432203389830508,0.0177,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,density > 1.00
783,2,2,0.8410174880763116,0.0176,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,0.99 < density <= 1.00
426,1,1,0.8843283582089553,0.0176,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,
386,0,0,0.6534562211981567,0.0175,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,alcohol <= 12.60,0.99 < density <= 1.00
40,1,1,1,0.0175,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
518,1,1,0.8786324786324786,0.0174,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,
227,0,2,0.7128794093519278,0.0174,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 1.00
308,1,1,0.855755894590846,0.0173,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,
659,0,1,0.5949926362297496,0.0172,7.55 < residual_sugar <= 11.50,10.40 < fixed_acidity <= 13.12,density <= 0.99,
301,0,2,0.8972712680577849,0.0172,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 1.00
618,1,2,0.6901408450704225,0.0171,alcohol <= 9.50,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 1.00
582,1,1,0.5345454545454545,0.0171,7.10 < fixed_acidity <= 10.40,11.00 < alcohol <= 12.60,1.00 < density <= 1.00,residual_sugar <= 11.50
406,1,1,0.7953091684434968,0.017,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,density <= 1.00
244,1,0,0.6429699842022117,0.017,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 13.12,1.00 < density <= 1.00
53,0,0,0.9111531190926276,0.017,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 1.00
37,0,1,1,0.017,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
500,0,2,0.855973813420622,0.0169,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,density > 1.00
496,0,0,0.6431034482758621,0.0169,9.50 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 10.40,density <= 0.99
469,1,0,0.7552182163187856,0.0169,fixed_acidity > 13.12,residual_sugar <= 7.55,9.50 < alcohol <= 12.60,density <= 0.99
370,1,1,1,0.0169,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
284,1,1,1,0.0169,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
290,2,2,0.6904196357878069,0.0168,residual_sugar > 11.50,fixed_acidity > 13.12,density <= 0.99,
484,1,1,1,0.0167,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
903,2,2,0.689594356261023,0.0166,residual_sugar > 11.50,fixed_acidity > 13.12,density > 1.00,
366,0,2,0.832,0.0166,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,
288,2,2,0.5084175084175084,0.0166,alcohol <= 9.50,fixed_acidity > 13.12,density > 1.00,
103,1,1,0.7675044883303411,0.0166,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,fixed_acidity > 7.10,1.00 < density <= 1.00
32,0,1,1,0.0166,residual_sugar > 11.50,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,
250,0,0,0.7294520547945206,0.0165,alcohol > 11.00,residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
939,0,1,1,0.0164,alcohol <= 9.50,residual_sugar > 11.50,10.40 < fixed_acidity <= 13.12,
604,2,1,0.7828014184397163,0.0164,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,density <= 1.00
94,1,1,0.8905982905982905,0.0164,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,
68,0,2,0.9172794117647058,0.0164,residual_sugar > 11.50,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
894,1,1,0.5831111111111111,0.0163,10.40 < fixed_acidity <= 13.12,density <= 1.00,alcohol > 12.60,residual_sugar <= 7.55
676,2,0,0.9291338582677166,0.0163,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
257,0,0,0.6447574334898278,0.0163,4.10 < residual_sugar <= 7.55,alcohol > 12.60,fixed_acidity <= 13.12,1.00 < density <= 1.00
412,1,2,0.7225738396624473,0.0162,residual_sugar > 11.50,fixed_acidity > 13.12,density > 1.00,
270,1,0,0.6422018348623854,0.0162,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,alcohol <= 12.60,density <= 0.99
898,0,0,0.6440198159943383,0.0161,fixed_acidity > 13.12,4.10 < residual_sugar <= 7.55,alcohol <= 12.60,density <= 0.99
791,1,2,0.5813333333333334,0.0161,fixed_acidity > 13.12,alcohol > 12.60,0.99 < density <= 1.00,
778,0,1,0.7909875359539789,0.0161,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 13.12,density <= 1.00
925,1,1,0.6850533807829181,0.016,residual_sugar > 11.50,alcohol <= 9.50,fixed_acidity <= 13.12,1.00 < density <= 1.00
756,1,1,0.6908424908424908,0.016,alcohol <= 9.50,residual_sugar > 7.55,7.10 < fixed_acidity <= 13.12,density <= 0.99
990,1,1,0.5663852647735994,0.0159,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 11.50,fixed_acidity > 10.40,density <= 0.99
843,1,2,0.8838709677419355,0.0159,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
133,2,0,0.5378850957535387,0.0159,alcohol > 12.60,0.99 < density <= 1.00,7.10 < fixed_acidity <= 13.12,residual_sugar > 7.55
607,2,2,0.7063048683160414,0.0158,residual_sugar > 11.50,fixed_acidity > 13.12,density <= 0.99,
267,1,2,0.6448430493273543,0.0158,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00,fixed_acidity <= 13.12
977,1,2,0.6185567010309279,0.0157,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,alcohol <= 12.60,density > 1.00
732,0,0,0.9230769230769231,0.0157,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 0.99
102,2,2,0.8015521064301552,0.0157,residual_sugar > 11.50,alcohol > 11.00,fixed_acidity > 10.40,density <= 0.99
336,2,2,0.7352625937834941,0.0155,alcohol <= 9.50,residual_sugar <= 7.55,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
277,2,1,0.6770087509944311,0.0155,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,density <= 1.00,alcohol > 11.00
238,1,2,0.8489010989010989,0.0154,alcohol <= 9.50,residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
137,2,2,0.7001582278481012,0.0154,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity > 13.12,0.99 < density <= 1.00
98,0,2,0.602761982128351,0.0153,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,fixed_acidity <= 13.12,density > 1.00
967,2,2,0.5459352280237938,0.0152,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10,0.99 < density <= 1.00
416,0,0,0.7395833333333334,0.0152,9.50 < alcohol <= 12.60,residual_sugar <= 7.55,fixed_acidity > 13.12,density <= 0.99
219,1,0,0.7613089509143407,0.0152,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density > 1.00
853,0,0,0.5162855162855163,0.0151,alcohol > 12.60,7.10 < fixed_acidity <= 13.12,residual_sugar > 7.55,density <= 0.99
680,1,0,0.6443548387096775,0.0151,fixed_acidity > 13.12,4.10 < residual_sugar <= 7.55,alcohol <= 12.60,density <= 0.99
483,1,1,0.6151154653603919,0.0151,alcohol <= 9.50,residual_sugar > 7.55,fixed_acidity <= 13.12,density > 1.00
343,1,2,0.646998982706002,0.0151,alcohol <= 11.00,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
924,0,2,0.90625,0.015,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,
836,0,2,0.7020408163265306,0.015,alcohol <= 9.50,residual_sugar <= 7.55,7.10 < fixed_acidity <= 13.12,density > 1.00
821,0,0,0.5741710296684118,0.015,alcohol > 11.00,7.10 < fixed_acidity <= 10.40,residual_sugar > 11.50,density > 1.00
614,2,2,0.6283557046979866,0.015,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,fixed_acidity <= 13.12,density > 1.00
194,0,2,0.82125,0.015,residual_sugar > 11.50,alcohol > 11.00,fixed_acidity > 10.40,1.00 < density <= 1.00
893,2,0,0.8069544364508393,0.0149,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density > 1.00
848,0,1,0.7419678714859438,0.0149,residual_sugar > 11.50,alcohol <= 11.00,7.10 < fixed_acidity <= 13.12,1.00 < density <= 1.00
664,2,2,0.6965442764578834,0.0149,fixed_acidity > 13.12,alcohol > 12.60,residual_sugar > 7.55,0.99 < density <= 1.00
478,2,1,0.6066098081023454,0.0149,7.55 < residual_sugar <= 11.50,10.40 < fixed_acidity <= 13.12,density > 1.00,
251,1,1,0.6684444444444444,0.0148,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,density > 1.00,
12,0,1,0.8436830835117773,0.0148,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,
870,1,2,0.6177325581395349,0.0147,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,4.10 < residual_sugar <= 11.50,1.00 < density <= 1.00
817,2,2,0.8681818181818182,0.0147,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 0.99
71,2,2,0.5464895635673624,0.0147,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10,density > 1.00
0,0,0,0.8155080213903744,0.0147,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density > 1.00
689,1,2,0.6907386990077178,0.0146,residual_sugar > 11.50,fixed_acidity > 13.12,density <= 0.99,
368,2,2,0.7318181818181818,0.0146,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 1.00
888,2,1,0.6834008097165992,0.0144,alcohol <= 9.50,residual_sugar > 11.50,fixed_acidity <= 13.12,1.00 < density <= 1.00
876,0,0,0.6393841166936791,0.0144,9.50 < alcohol <= 12.60,residual_sugar <= 4.10,fixed_acidity > 10.40,density > 1.00
